miRNA,mRNA,coeff 2,coeff 7,VIP 2,Vip 7
hsa_miR_873_4395467,_202001_s_at,0.2337250612,0.2128572446,1.64161,1.62649
hsa_miR_758_4395180,_201983_s_at,0.2424681759,0.2815379231,1.84139,1.99
hsa_miR_410_4378093,_201980_s_at,-0.2409084651,-0.2075093195,1.73803,1.53671
hsa_miR_125a_3p_4395310,_201968_s_at,-0.2185015511,-0.2130715106,1.52047,1.47569
hsa_miR_363_4378090,_201968_s_at,-0.205055552,-0.2060290159,1.3735,1.37092
hsa_miR_363_4378090,_201966_at,0.4050972955,0.3342304911,2.54199,2.1931
hsa_miR_873_4395467,_201963_at,-0.2297849351,-0.2387578618,1.44701,1.46707
hsa_miR_363_4378090,_201962_s_at,0.5506264682,0.4809414319,2.6498,2.45229
hsa_miR_363_4378090,_201931_at,-0.2158484805,-0.3025525953,1.34716,1.70771
hsa_miR_125a_3p_4395310,_201913_s_at,0.2104170242,0.2359285873,1.60383,1.63091
hsa_miR_363_4378090,_201905_s_at,-0.3856698515,-0.4110086467,2.32608,2.46545
hsa_miR_363_4378090,_201895_at,0.3750268703,0.2827994325,2.22403,2.00244
hsa_miR_410_4378093,_201853_s_at,-0.2464805456,-0.2146579889,1.84779,1.51354
hsa_miR_363_4378090,_201840_at,0.5409029706,0.6203749052,2.87813,3.40375
hsa_miR_363_4378090,_201787_at,-0.3891047771,-0.351179825,2.44065,2.33178
hsa_miR_335_4373045,_201736_s_at,-0.263524489,-0.2007514299,1.64393,1.36459
hsa_miR_139_5p_4395400,_201735_s_at,-0.2613830774,-0.2426968167,1.57252,1.53862
hsa_miR_363_4378090,_201735_s_at,0.3737599224,0.3525798933,2.21163,2.21318
hsa_miR_125a_5p_4395309,_201716_at,-0.2393434092,-0.2774678894,1.84757,1.32459
hsa_miR_758_4395180,_201716_at,-0.2348137438,-0.3111685922,2.05791,1.26386
hsa_miR_363_4378090,_201707_at,0.2588412754,0.2820141624,1.67026,1.808
hsa_miR_363_4378090,_201706_s_at,0.3820066189,0.5169367262,2.27908,2.35737
hsa_miR_410_4378093,_201667_at,-0.2909407538,-0.207236531,1.79353,1.16829
hsa_miR_616_4395525,_201667_at,-0.2169312535,-0.2940603792,1.43307,1.47535
hsa_miR_125a_3p_4395310,_201656_at,-0.2235165899,-0.2205497916,1.25004,1.20171
hsa_miR_125a_5p_4395309,_201656_at,-0.2252729391,-0.2481528928,1.24862,1.33588
hsa_miR_363_4378090,_201656_at,-0.3417712221,-0.3449350777,1.93543,1.90597
hsa_miR_873_4395467,_201471_s_at,0.2071552232,0.3392464348,1.40351,1.74214
hsa_miR_363_4378090,_201445_at,-0.4396607328,-0.3561688486,2.45325,2.21264
hsa_miR_873_4395467,_201424_s_at,-0.2280274528,-0.2492364312,1.42256,1.45655
hsa_miR_139_5p_4395400,_201408_at,-0.2148574228,-0.214646889,1.1167,1.11888
hsa_miR_197_4373102,_201408_at,0.2445530378,0.2381395616,1.11558,1.04428
hsa_miR_200c_4395411,_201408_at,0.2146745691,0.2473315123,1.00768,1.04772
hsa_miR_363_4378090,_201408_at,0.5455384845,0.5205438401,1.8799,1.78396
hsa_miR_518b_4373246,_201408_at,-0.2348472247,-0.2374306617,1.24329,1.29021
hsa_miR_873_4395467,_201408_at,-0.3887282569,-0.3771011422,1.51972,1.50056
hsa_miR_758_4395180,_201341_at,0.2266101251,0.2599161821,1.75894,1.90881
hsa_miR_758_4395180,_201340_s_at,0.2328656862,0.2519844364,1.75682,1.77097
hsa_miR_758_4395180,_201327_s_at,0.2382131933,0.2899652646,1.69208,1.84173
hsa_miR_410_4378093,_201324_at,0.2579851039,0.3107730017,1.75155,1.98597
hsa_miR_363_4378090,_201312_s_at,0.2060970398,0.2577224855,1.39866,1.49922
hsa_miR_758_4395180,_201312_s_at,-0.2403865191,-0.2923643348,1.57112,1.64616
hsa_miR_758_4395180,_201290_at,-0.261432892,-0.3560638434,1.69313,1.66284
hsa_miR_758_4395180,_201288_at,0.2222507138,0.2580312047,1.67305,1.77684
hsa_miR_363_4378090,_201282_at,-0.2619377629,-0.331586174,1.71396,1.96587
hsa_miR_758_4395180,_201282_at,0.2319797202,0.2669995809,1.4883,1.5549
hsa_miR_363_4378090,_201268_at,-0.3176414847,-0.2912550494,1.61712,1.53388
hsa_miR_873_4395467,_201268_at,0.2046969474,0.2114183142,1.17658,1.21629
hsa_miR_205_4373093,_201209_at,-0.2301349253,-0.2376605206,1.25982,1.34356
hsa_miR_335_4373045,_201209_at,0.267984172,0.2744865224,1.59019,1.64235
hsa_miR_363_4378090,_201209_at,-0.3269523354,-0.3037644655,1.72445,1.66373
hsa_miR_410_4378093,_201201_at,0.2929099291,0.3589036234,2.07653,2.27004
hsa_miR_758_4395180,_201195_s_at,-0.2223564246,-0.3197463005,1.62292,2.10093
hsa_miR_139_5p_4395400,_201190_s_at,0.2054780408,0.2199618655,1.5374,1.61794
hsa_miR_363_4378090,_201181_at,-0.2405407326,-0.2639148757,1.6689,1.73306
hsa_miR_410_4378093,_201181_at,0.2233707152,0.236860121,1.52807,1.56717
hsa_miR_363_4378090,_201155_s_at,-0.210522236,-0.3430119804,1.38249,2.10747
hsa_miR_410_4378093,_201136_at,-0.302638949,-0.3373106218,1.72354,1.90621
hsa_miR_410_4378093,_201100_s_at,-0.2099028786,-0.2174565703,1.55873,1.6072
hsa_miR_410_4378093,_201099_at,-0.2034879172,-0.2295464075,1.49355,1.61143
hsa_miR_125a_5p_4395309,_201098_at,0.2581383266,0.2511603454,1.76589,1.65333
hsa_miR_758_4395180,_201095_at,0.2295243844,0.2801483091,1.67163,1.83189
hsa_miR_636_4395199,_201093_x_at,0.2722275273,0.3050082284,1.46835,1.511
hsa_miR_873_4395467,_201093_x_at,0.2417189012,0.2197140629,1.18835,1.07997
hsa_miR_758_4395180,_201053_s_at,-0.2373263618,-0.2295660843,1.8448,1.94594
hsa_miR_758_4395180,_201005_at,0.2057572372,0.2255042496,1.59762,1.72702
hsa_miR_335_4373045,_201001_s_at,-0.2386942878,-0.2135722362,1.79165,1.62683
hsa_miR_125a_5p_4395309,_200992_at,0.2104618542,0.2270048361,1.52335,1.55118
hsa_miR_636_4395199,_200991_s_at,0.2126115515,0.2313918629,1.59593,1.65305
hsa_miR_363_4378090,_200981_x_at,-0.3339165287,-0.3444219877,1.98603,2.09663
hsa_miR_125a_3p_4395310,_200976_s_at,-0.2122214997,-0.2155371926,1.34475,1.40843
hsa_miR_335_4373045,_200944_s_at,-0.234194913,-0.2275321295,1.79227,1.75431
hsa_miR_197_4373102,_200941_at,0.2024832265,0.2446441579,1.07411,1.16695
hsa_miR_363_4378090,_200941_at,0.2148655649,0.426721959,1.11861,1.71109
hsa_miR_410_4378093,_200935_at,0.2083393691,0.2182047687,1.54844,1.57579
hsa_miR_363_4378090,_200923_at,0.4015088032,0.3225164564,1.6652,1.54037
hsa_miR_636_4395199,_200923_at,-0.2867547131,-0.2517690677,1.35767,1.35185
hsa_miR_363_4378090,_200868_s_at,-0.2444822475,-0.4428107229,1.47073,2.29249
hsa_miR_205_4373093,_200867_at,-0.2950580689,-0.2773586725,1.42708,1.30569
hsa_miR_363_4378090,_200867_at,-0.3614598975,-0.3855977107,1.70718,1.7968
hsa_miR_410_4378093,_200867_at,0.2449172653,0.20244648,1.1569,1.0417
hsa_miR_616_4395525,_200867_at,0.2289018551,0.2360426394,1.17123,1.13542
hsa_miR_410_4378093,_200854_at,-0.2568514782,-0.215597467,1.87982,1.55265
hsa_miR_139_5p_4395400,_200847_s_at,-0.2094802667,-0.2717534217,1.19585,1.54473
hsa_miR_363_4378090,_200847_s_at,0.4370756427,0.5287987154,2.47075,2.60771
hsa_miR_758_4395180,_200847_s_at,-0.2372125965,-0.2437343833,1.81164,1.21414
hsa_miR_873_4395467,_200847_s_at,-0.2556100943,-0.2223971746,1.35873,1.10119
hsa_miR_410_4378093,_200833_s_at,-0.21367189,-0.2403480356,1.58177,1.55976
hsa_miR_410_4378093,_200832_s_at,-0.2270969391,-0.2011443422,1.5822,1.2365
hsa_miR_758_4395180,_200832_s_at,-0.2242926517,-0.291206312,1.59367,1.76477
hsa_miR_363_4378090,_200812_at,-0.2064913994,-0.2002865275,1.43701,1.44132
hsa_miR_205_4373093,_200794_x_at,0.2156583488,0.2077754457,1.02665,1.0447
hsa_miR_363_4378090,_200794_x_at,0.5476797775,0.5835733732,2.22105,2.32262
hsa_miR_873_4395467,_200787_s_at,0.2344219522,0.2089940797,1.63651,1.52648
hsa_miR_200c_4395411,_200771_at,0.2309140537,0.2584968629,1.05526,1.23104
hsa_miR_363_4378090,_200771_at,0.321105099,0.2722745475,1.55186,1.38073
hsa_miR_636_4395199,_200771_at,-0.2741459687,-0.237610967,1.67608,1.54296
hsa_miR_873_4395467,_200771_at,-0.2668026705,-0.2344269951,1.5057,1.41134
hsa_miR_363_4378090,_200738_s_at,0.4119949595,0.2998866653,2.4769,2.00337
hsa_miR_758_4395180,_200700_s_at,0.2528041215,0.2805501532,1.80678,1.88607
hsa_miR_200c_4395411,_200697_at,-0.2392937915,-0.2445806891,1.30331,1.12153
hsa_miR_205_4373093,_200697_at,-0.2420177775,-0.2511496576,1.30779,1.1349
hsa_miR_363_4378090,_200697_at,-0.2730014413,-0.3672784152,1.53294,1.79738
hsa_miR_873_4395467,_200697_at,0.2226020318,0.2473445676,1.46754,1.43797
hsa_miR_363_4378090,_200666_s_at,-0.4090596921,-0.3769622584,2.3745,2.21097
hsa_miR_363_4378090,_200664_s_at,-0.2728223667,-0.2995317267,1.9171,2.01292
hsa_miR_758_4395180,_200664_s_at,0.2285843232,0.2458800997,1.57498,1.62299
hsa_miR_125a_5p_4395309,_200640_at,-0.2139272519,-0.2140280367,1.3767,1.31772
hsa_miR_410_4378093,_200084_at,-0.286182939,-0.2581892411,1.98657,1.49237
hsa_miR_758_4395180,_200057_s_at,-0.2016380791,-0.213782238,1.17731,1.28017
hsa_miR_363_4378090,_200046_at,0.400375824,0.4614395774,2.27152,2.32817
hsa_miR_616_4395525,_200046_at,-0.220310984,-0.238445572,1.20537,1.1372
